ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0399128115,Icebreaker,John E. Gardner,1985,Smithmark Pub,http://images.amazon.com/images/P/0399128115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399128115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399128115.01.LZZZZZZZ.jpg
087239851X,Three Hundred Sixty-Five Devotions,Leah A. Crussell,1985,Standard Publishing Company,http://images.amazon.com/images/P/087239851X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087239851X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087239851X.01.LZZZZZZZ.jpg
0439576520,"The Eternity Code (Artemis Fowl, Book 3)",Eoin Colfer,2003,Scholastic Inc.,http://images.amazon.com/images/P/0439576520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439576520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439576520.01.LZZZZZZZ.jpg
0385320167,Mercy Road,Dalia Pagani,1998,Delacorte Press,http://images.amazon.com/images/P/0385320167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385320167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385320167.01.LZZZZZZZ.jpg
1551666073,Promise Me Tomorrow (Mira),Candace Camp,2000,Mira Books,http://images.amazon.com/images/P/1551666073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666073.01.LZZZZZZZ.jpg
2708006096,La grammaire anglaise de l'Ã?Â©tudiant,S. (Serge) Berland-DelÃ?Â©pine,2000,Ophrys,http://images.amazon.com/images/P/2708006096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2708006096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2708006096.01.LZZZZZZZ.jpg
2868697194,Kablouna (Terres d'aventure),Gontran de Poncins,1991,Actes Sud,http://images.amazon.com/images/P/2868697194.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2868697194.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2868697194.01.LZZZZZZZ.jpg
0553813722,Raising the Roof,Jane Wenham-Jones,2002,Bantam,http://images.amazon.com/images/P/0553813722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553813722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553813722.01.LZZZZZZZ.jpg
0525064354,"Best Detective Stories of the Year, 1976",Edward Hoch,1976,E P Dutton,http://images.amazon.com/images/P/0525064354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525064354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525064354.01.LZZZZZZZ.jpg
225314424X,Les Echelles du Levant,Amin Maalouf,1998,LGF,http://images.amazon.com/images/P/225314424X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/225314424X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/225314424X.01.LZZZZZZZ.jpg
2020087235,Hospitalite Francaise,Jelloun,1998,Editions du Seuil,http://images.amazon.com/images/P/2020087235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020087235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020087235.01.LZZZZZZZ.jpg
2070367789,La Princesse de ClÃ?Â¨ves et autres romans,Madame de La Fayette,1972,Gallimard,http://images.amazon.com/images/P/2070367789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070367789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070367789.01.LZZZZZZZ.jpg
2070381544,Le maÃ?Â®tre des abeilles,Henri Vincenot,1989,Gallimard,http://images.amazon.com/images/P/2070381544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070381544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070381544.01.LZZZZZZZ.jpg
2266083295,Les Chouans: Ou LA Bretagne En 1799,Honore De Balzac,2002,Distribooks Inc,http://images.amazon.com/images/P/2266083295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266083295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266083295.01.LZZZZZZZ.jpg
2266096060,L'Ã?Â?le des esclaves,Marivaux,1999,Pocket,http://images.amazon.com/images/P/2266096060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266096060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266096060.01.LZZZZZZZ.jpg
2729897097,Du mot Ã?Â  la phrase: Vocabulaire allemand contemporain,Findling,1998,Ellipses Marketing,http://images.amazon.com/images/P/2729897097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2729897097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2729897097.01.LZZZZZZZ.jpg
2080701827,"Les Confessions, tome 2",Jean-Jacques Rousseau,1993,Flammarion,http://images.amazon.com/images/P/2080701827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2080701827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2080701827.01.LZZZZZZZ.jpg
0375804420,Elmo Says (Jellybean Books(Tm).),Constance Allen,2000,Random House Children's Books,http://images.amazon.com/images/P/0375804420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375804420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375804420.01.LZZZZZZZ.jpg
345321224X,Liegen lernen.,Frank Goosen,2002,Heyne,http://images.amazon.com/images/P/345321224X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345321224X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345321224X.01.LZZZZZZZ.jpg
3548254047,Alles klar?,Adam Cadre,2002,Ullstein Tb,http://images.amazon.com/images/P/3548254047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3548254047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3548254047.01.LZZZZZZZ.jpg
0888011628,Touch the Dragon a Thai Journal,Connelly,1992,Turnstone Press,http://images.amazon.com/images/P/0888011628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0888011628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0888011628.01.LZZZZZZZ.jpg
0553247298,Might as Well Be Dead (Might as Well Be Dead),REX STOUT,1992,Crimeline,http://images.amazon.com/images/P/0553247298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553247298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553247298.01.LZZZZZZZ.jpg
0241122643,The Judas Cloak,Walter Winward,1990,Penguin USA,http://images.amazon.com/images/P/0241122643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0241122643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0241122643.01.LZZZZZZZ.jpg
031220339X,Monsoon,Wilbur A. Smith,1999,St. Martin's Press,http://images.amazon.com/images/P/031220339X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031220339X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031220339X.01.LZZZZZZZ.jpg
0684168170,Winter Count,Barry Holstun Lopez,1981,Simon &amp; Schuster,http://images.amazon.com/images/P/0684168170.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684168170.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684168170.01.LZZZZZZZ.jpg
0380538199,Desert Notes: Reflections in the Eye of the Raven,Barry H. Lopez,1983,Bard Books,http://images.amazon.com/images/P/0380538199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380538199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380538199.01.LZZZZZZZ.jpg
0380973413,The Cowboy Way : Seasons of a Montana Ranch,David McCumber,1999,William Morrow,http://images.amazon.com/images/P/0380973413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380973413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380973413.01.LZZZZZZZ.jpg
0312212240,Dirt Rich,Clark Howard,1986,Smithmark Pub,http://images.amazon.com/images/P/0312212240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312212240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312212240.01.LZZZZZZZ.jpg
0974321508,The Greatest King,Jerry Ching,2003,Webcartoons LLC,http://images.amazon.com/images/P/0974321508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0974321508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0974321508.01.LZZZZZZZ.jpg
0394534301,Intrepid's Last Case,William Stevenson,1984,Random House Inc,http://images.amazon.com/images/P/0394534301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394534301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394534301.01.LZZZZZZZ.jpg
0446512028,The Gold Crew,Thomas N. Scortia,1980,Warner Books Inc,http://images.amazon.com/images/P/0446512028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446512028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446512028.01.LZZZZZZZ.jpg
0380633213,Dark Wind,Tony Hillerman,1983,Avon Books,http://images.amazon.com/images/P/0380633213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380633213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380633213.01.LZZZZZZZ.jpg
0441324401,Heirs of Rebellion,Maggie Lyons,1983,Ace Books,http://images.amazon.com/images/P/0441324401.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441324401.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441324401.01.LZZZZZZZ.jpg
0312964919,Biggie and the Mangled Mortician (Dead Letter Mysteries),Nancy Bell,1998,St. Martin's Press,http://images.amazon.com/images/P/0312964919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312964919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312964919.01.LZZZZZZZ.jpg
0553204114,Heart,Susan Ross,1982,Bantam Books (Mm),http://images.amazon.com/images/P/0553204114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553204114.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553204114.01.LZZZZZZZ.jpg
0553225103,Zen in the Martial Arts,Joe Hyams,1982,Bantam Books,http://images.amazon.com/images/P/0553225103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553225103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553225103.01.LZZZZZZZ.jpg
0878570837,How to Feel Younger Longer,Jane Kinderlehrer,1974,St Martins Pr,http://images.amazon.com/images/P/0878570837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0878570837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0878570837.01.LZZZZZZZ.jpg
0030596173,Three with a bullet (A Rinehart suspense novel),Arthur Lyons,1985,"Holt, Rinehart, and Winston",http://images.amazon.com/images/P/0030596173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030596173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030596173.01.LZZZZZZZ.jpg
0316944971,"Her Majesty's captain: Being the manuscript of Robert Dudley, Duke of Northumberland, Earl of Warwick, and Earl of Leicester in the Holy Roman Empire, from his own hand : a novel",Derek A Wilson,1978,"Little, Brown",http://images.amazon.com/images/P/0316944971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316944971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316944971.01.LZZZZZZZ.jpg
0449210960,Queen in Waiting,Jean Plaidy,1987,Fawcett Books,http://images.amazon.com/images/P/0449210960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449210960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449210960.01.LZZZZZZZ.jpg
0440161029,Murder On the Links,Agatha Christie,1983,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440161029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440161029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440161029.01.LZZZZZZZ.jpg
0440106311,The Blue and the Gray,John Leekley,1982,Dell Publishing Company,http://images.amazon.com/images/P/0440106311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440106311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440106311.01.LZZZZZZZ.jpg
345316881X,Das Haus der Angst / Schattenfeuer. Zwei spannende Psychothriller.,Dean Koontz,2000,Heyne,http://images.amazon.com/images/P/345316881X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345316881X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345316881X.01.LZZZZZZZ.jpg
3453139658,Phantom. Unheil Ã?Â¼ber der Stadt.,Dean Koontz,1998,Heyne,http://images.amazon.com/images/P/3453139658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453139658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453139658.01.LZZZZZZZ.jpg
0891915303,How to Be Your Own Selfish Pig,Susan MacAulay,1982,Cook Communications Ministries intl,http://images.amazon.com/images/P/0891915303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891915303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891915303.01.LZZZZZZZ.jpg
020161622X,The Pragmatic Programmer: From Journeyman to Master,Andrew Hunt,1999,Addison-Wesley Pub Co,http://images.amazon.com/images/P/020161622X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/020161622X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/020161622X.01.LZZZZZZZ.jpg
3453099672,Das geheimnisvolle MÃ?Â¤dchen.,Peter Straub,1996,Heyne,http://images.amazon.com/images/P/3453099672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453099672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453099672.01.LZZZZZZZ.jpg
0849916682,The Fourth Frontier Exploring The New World Of Work,Stephen R. Graves,2000,W Publishing Group,http://images.amazon.com/images/P/0849916682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849916682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849916682.01.LZZZZZZZ.jpg
0028638425,The Complete Idiot's Guide to Starting a Home-Based Business (2nd Edition),Barbara Weltman,2000,Penguin Putnam,http://images.amazon.com/images/P/0028638425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028638425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028638425.01.LZZZZZZZ.jpg
0310230144,SoulSalsa,Leonard Sweet,2000,Zondervan,http://images.amazon.com/images/P/0310230144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310230144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310230144.01.LZZZZZZZ.jpg
1567315461,"A Minister,  a Priest and a Rabbi",Tapper,2002,MJF Books,http://images.amazon.com/images/P/1567315461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567315461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567315461.01.LZZZZZZZ.jpg
0449131181,The Alpha Deception,Jon Land,1988,Fawcett Books,http://images.amazon.com/images/P/0449131181.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449131181.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449131181.01.LZZZZZZZ.jpg
0785247599,Just The Faq*s About The Bible,Max E. Anders,2002,Nelson Reference,http://images.amazon.com/images/P/0785247599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785247599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785247599.01.LZZZZZZZ.jpg
0394534727,The Artful Egg,James McClure,1985,Pantheon Books,http://images.amazon.com/images/P/0394534727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394534727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394534727.01.LZZZZZZZ.jpg
031233687X,The gold frame: A whodunit,Herbert Resnicow,1984,St. Martin's Press,http://images.amazon.com/images/P/031233687X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031233687X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031233687X.01.LZZZZZZZ.jpg
0803717016,Death bed: A detective story,Stephen Greenleaf,1980,Dial Press,http://images.amazon.com/images/P/0803717016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803717016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803717016.01.LZZZZZZZ.jpg
344245459X,Die gÃ?Â¶ttlichen Geheimnisse der Ya- Ya- Schwestern. Filmausgabe.,Rebecca Wells,2002,Goldmann,http://images.amazon.com/images/P/344245459X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/344245459X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/344245459X.01.LZZZZZZZ.jpg
051752032X,The desperate adversaries,Jack Hoffenberg,1975,Crown Publishers,http://images.amazon.com/images/P/051752032X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051752032X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051752032X.01.LZZZZZZZ.jpg
0396080634,Sheiks and Adders,Michael Innes,1982,Dodd Mead,http://images.amazon.com/images/P/0396080634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0396080634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0396080634.01.LZZZZZZZ.jpg
0821773895,Cherished (Zebra Historical Romance),Elizabeth Thornton,2003,Zebra Books,http://images.amazon.com/images/P/0821773895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821773895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821773895.01.LZZZZZZZ.jpg
0890091137,The Illustrated Book of Card Games for One: Over 120 Games of Patience,George F. Hervey,1977,Book Sales,http://images.amazon.com/images/P/0890091137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890091137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890091137.01.LZZZZZZZ.jpg
0764553763,Changing Careers for Dummies,Carol L.  McClelland,2001,For Dummies,http://images.amazon.com/images/P/0764553763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764553763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764553763.01.LZZZZZZZ.jpg
0715305743,The Complete Book of Knots &amp; Ropework,Eric C. Fry,1996,David &amp; Charles Publishers,http://images.amazon.com/images/P/0715305743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0715305743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0715305743.01.LZZZZZZZ.jpg
087605193X,Adopting the Racing Greyhound,Cynthia A. Branigan,1998,Howell Book House,http://images.amazon.com/images/P/087605193X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087605193X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087605193X.01.LZZZZZZZ.jpg
0830643346,Nailing Jelly to a Tree,Jerry Willis,1982,Tab Books,http://images.amazon.com/images/P/0830643346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830643346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830643346.01.LZZZZZZZ.jpg
1574980688,Great Ideas for Potters II (Great Ideas for Potters),Ruth C. Butler,1998,American Ceramic Society,http://images.amazon.com/images/P/1574980688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1574980688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1574980688.01.LZZZZZZZ.jpg
1550224565,"Hamburger Valley, California",David McGimpsey,2001,ECW Press,http://images.amazon.com/images/P/1550224565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1550224565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1550224565.01.LZZZZZZZ.jpg
0934706093,Great Ideas for Potters: Selected from Over Thirty Years of Readers' Suggestions,Barbara Tipton,1983,Ceramics Monthly,http://images.amazon.com/images/P/0934706093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0934706093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0934706093.01.LZZZZZZZ.jpg
080698371X,The Kaleidoscope Book: A Spectrum of Spectacular Scopes to Make,Thom Boswell,1995,Sterling Publishing,http://images.amazon.com/images/P/080698371X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080698371X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080698371X.01.LZZZZZZZ.jpg
0762100982,Simplify Your Workday (Simpler Life Series),Barbara Hemphill,1998,Putnam Pub Group,http://images.amazon.com/images/P/0762100982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762100982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762100982.01.LZZZZZZZ.jpg
8811580242,Il Maestro E Margherita,Michail Bulgakov,1986,Garzanti Editore,http://images.amazon.com/images/P/8811580242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8811580242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8811580242.01.LZZZZZZZ.jpg
0688165575,Use Me,Elissa Schappell,2000,Rob Weisbach Books,http://images.amazon.com/images/P/0688165575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688165575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688165575.01.LZZZZZZZ.jpg
0553239953,The Golden Spiders,Rex Stout,1984,Bantam Books,http://images.amazon.com/images/P/0553239953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553239953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553239953.01.LZZZZZZZ.jpg
0425172260,The Dylanist,Brian Morton,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425172260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425172260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425172260.01.LZZZZZZZ.jpg
0451178726,Dr. Nightingale Comes Home (A Deidre Quinn Nightingale Mystery),Lydia Adamson,1994,Signet Book,http://images.amazon.com/images/P/0451178726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451178726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451178726.01.LZZZZZZZ.jpg
0553252917,Before Midnight (Crime line),Rex Stout,1993,Crimeline,http://images.amazon.com/images/P/0553252917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553252917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553252917.01.LZZZZZZZ.jpg
3625104806,"Sternzeichen Widder. Liebe, Partnerschaft, Beruf.",Alfred P. Zeller,1997,"Naumann u. GÃ?Â¶bel, K.",http://images.amazon.com/images/P/3625104806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3625104806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3625104806.01.LZZZZZZZ.jpg
0060973471,Seeing Voices: A Journey into the World of the Deaf,Oliver W. Sacks,1990,HarperCollins Publishers,http://images.amazon.com/images/P/0060973471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973471.01.LZZZZZZZ.jpg
0553237217,The Doorbell Rang: A Nero Wolfe Mystery (The Rex Stout Library),Rex Stout,1992,Bantam Books,http://images.amazon.com/images/P/0553237217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553237217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553237217.01.LZZZZZZZ.jpg
0140080791,Pothunters: And Other School Stories,P. G. Wodehouse,1986,Penguin USA,http://images.amazon.com/images/P/0140080791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140080791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140080791.01.LZZZZZZZ.jpg
055323854X,Please Pass the Guilt (The Rex Stout Library),REX STOUT,1993,Crimeline,http://images.amazon.com/images/P/055323854X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055323854X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055323854X.01.LZZZZZZZ.jpg
0553249193,The Red Box,Rex Stout,1992,Bantam Books,http://images.amazon.com/images/P/0553249193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553249193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553249193.01.LZZZZZZZ.jpg
0671441337,The Making of the Atomic Bomb,Richard Rhodes,1987,Simon &amp; Schuster,http://images.amazon.com/images/P/0671441337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671441337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671441337.01.LZZZZZZZ.jpg
0553242695,Prisoner's Base,Rex Stout,1992,Bantam Books,http://images.amazon.com/images/P/0553242695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553242695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553242695.01.LZZZZZZZ.jpg
0553245473,Three Men Out,Rex Stout,1994,Bantam Books,http://images.amazon.com/images/P/0553245473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553245473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553245473.01.LZZZZZZZ.jpg
0553235915,Triple Jeopardy (Rex Stout Library),REX STOUT,1993,Crimeline,http://images.amazon.com/images/P/0553235915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553235915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553235915.01.LZZZZZZZ.jpg
0553248138,Three for the Chair (The Rex Stout Library : a Nero Wolfe Mystery),Rex Stout,1994,Bantam Books,http://images.amazon.com/images/P/0553248138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553248138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553248138.01.LZZZZZZZ.jpg
0806906103,The Decoupage Book: More Than 60 Decorative Projects Using Simple Techniques,Holly Boswell,1994,Sterling Pub Co Inc,http://images.amazon.com/images/P/0806906103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806906103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806906103.01.LZZZZZZZ.jpg
0963383116,Speaking the Truth in Love,Kenneth C. Haugk,1992,Stephen Ministries,http://images.amazon.com/images/P/0963383116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963383116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0963383116.01.LZZZZZZZ.jpg
0553381903,My Losing Season,PAT CONROY,2003,Bantam,http://images.amazon.com/images/P/0553381903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553381903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553381903.01.LZZZZZZZ.jpg
0060112867,Benjamin Franklin: a biography in his own words (The Founding fathers),Benjamin Franklin,1972,Newsweek; distributed by Harper &amp; Row,http://images.amazon.com/images/P/0060112867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060112867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060112867.01.LZZZZZZZ.jpg
0891413464,Clear the Bridge!: The War Patrols of the U.S.S. Tang,Richard H. O'Kane,1989,Ballantine Books,http://images.amazon.com/images/P/0891413464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891413464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891413464.01.LZZZZZZZ.jpg
140270108X,Bookbinding Basics,Paola Rosati,2002,Sterling Publishing,http://images.amazon.com/images/P/140270108X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140270108X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140270108X.01.LZZZZZZZ.jpg
0310224799,Halley's Bible Handbook with the New International Version,Henry Hampton Halley,2000,Zondervan Publishing Company,http://images.amazon.com/images/P/0310224799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310224799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310224799.01.LZZZZZZZ.jpg
0812968484,Pasadena: A Novel,David Ebershoff,2003,Random House Trade,http://images.amazon.com/images/P/0812968484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812968484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812968484.01.LZZZZZZZ.jpg
